id,provinsi,kabupaten_kota,nama_layanan,jenis_layanan,kategori,specialization,alamat,telepon,website,latitude,longitude,telemedicine,biaya_mulai,insurance_supported,rating,jam_buka,jam_tutup,hari_operasional,verified,photo_url,source,updated_at
86,Riau,Batam,RS Jiwa Batam,Rumah Sakit Jiwa,Psikiatri,Depresi,"Jl. Kesehatan No.189, Batam",+628410976325,,-2.249011528456796,123.78376207579039,False,100000,"Mandiri,Swasta",3.1,8:00,17:00,Senin-Minggu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
87,Sumatera Barat,Sukabumi,RS Jiwa Sukabumi,Rumah Sakit Jiwa,Psikiatri,ADHD,"Jl. Kesehatan No.36, Sukabumi",+628686537295,,-2.132566328455674,127.7922400566037,False,0,Swasta,3.3,7:00,16:00,Senin-Minggu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
88,DKI Jakarta,Tegal,Puskesmas Tegal,Puskesmas,Konseling,Gangguan Mood,"Jl. Kesehatan No.146, Tegal",+628596002613,,0.21126017949980813,112.79964969819599,False,500000,"BPJS,Swasta",3.4,8:00,19:00,Senin-Minggu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
89,Jawa Tengah,Mataram,Pusat Konseling Universitas Mataram,Universitas,Konseling,Terapi Keluarga,"Jl. Kesehatan No.174, Mataram",+628225418202,,-8.297398582811319,100.58556125186556,False,250000,"Mandiri,Swasta",3.0,7:00,19:00,Senin-Sabtu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
90,Papua Barat,Garut,Puskesmas Garut,Puskesmas,Konseling,Depresi,"Jl. Kesehatan No.160, Garut",+628062266546,,-5.1324457044458835,104.2592334523695,False,100000,BPJS,4.8,9:00,18:00,Senin-Jumat,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
91,Kalimantan Utara,Parepare,RS Jiwa Parepare,Rumah Sakit Jiwa,Psikiatri,Gangguan Tidur,"Jl. Kesehatan No.199, Parepare",+628339516914,,-9.182508857978611,102.99667957290796,False,250000,"Mandiri,Swasta",3.2,7:00,16:00,Senin-Sabtu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
92,Riau,Purwokerto,Puskesmas Purwokerto,Puskesmas,Konseling,Depresi,"Jl. Kesehatan No.240, Purwokerto",+628291405149,,-1.935685804422116,116.50708937765361,True,350000,Mandiri,4.0,10:00,19:00,Senin-Jumat,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
93,Maluku Utara,Pontianak,RSUD Pontianak,Rumah Sakit,Psikiatri,Kecemasan,"Jl. Kesehatan No.29, Pontianak",+628181311879,,-1.6586148856694116,97.76479312019711,True,0,Swasta,3.2,7:00,17:00,Senin-Minggu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
94,Maluku,Sukabumi,RSUD Sukabumi,Rumah Sakit,Psikiatri,Burnout Kerja,"Jl. Kesehatan No.72, Sukabumi",+628375176058,,-8.21341757056002,105.50124827265401,True,350000,Swasta,4.9,9:00,16:00,Senin-Minggu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
95,Kalimantan Tengah,Serang,RS Jiwa Serang,Rumah Sakit Jiwa,Psikiatri,Konseling Pernikahan,"Jl. Kesehatan No.91, Serang",+628026332410,,-0.5206750411486549,119.60047232733463,True,0,Swasta,4.7,7:00,17:00,Senin-Jumat,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
96,Banten,Jakarta Selatan,Pusat Konseling Universitas Jakarta Selatan,Universitas,Konseling,Konseling Pernikahan,"Jl. Kesehatan No.64, Jakarta Selatan",+628045317437,,-3.3073582005348907,128.40870876882855,True,50000,Swasta,4.2,8:00,22:00,Senin-Minggu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
97,Jawa Barat,Medan,Pusat Konseling Universitas Medan,Universitas,Konseling,ADHD,"Jl. Kesehatan No.121, Medan",+628031774607,,-2.026762539660048,121.91210723338216,False,500000,"Mandiri,Swasta",4.6,9:00,16:00,Senin-Sabtu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
98,Jawa Timur,Tasikmalaya,RSUD Tasikmalaya,Rumah Sakit,Psikiatri,Gangguan Tidur,"Jl. Kesehatan No.189, Tasikmalaya",+628712579922,,-6.698422315130216,107.23277517772885,False,150000,BPJS,3.2,9:00,21:00,Senin-Sabtu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
99,Nusa Tenggara Timur,Tangerang Selatan,Puskesmas Tangerang Selatan,Puskesmas,Konseling,Gangguan Mood,"Jl. Kesehatan No.249, Tangerang Selatan",+628921577625,,-6.107893184069022,95.57877188930011,False,500000,Mandiri,4.0,8:00,17:00,Senin-Minggu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
100,Kalimantan Timur,Banjarmasin,Klinik Psikologi Banjarmasin,Klinik Psikologi,Psikolog,Burnout Kerja,"Jl. Kesehatan No.153, Banjarmasin",+628879262176,,0.32327925657552115,110.43698150751425,False,50000,Mandiri,3.5,10:00,18:00,Senin-Jumat,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
101,Maluku,Madiun,RS Jiwa Madiun,Rumah Sakit Jiwa,Psikiatri,Burnout Kerja,"Jl. Kesehatan No.141, Madiun",+628449157186,,1.822823224991538,119.4736683136025,False,150000,Swasta,4.3,8:00,19:00,Senin-Jumat,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
102,Banten,Purwokerto,Klinik Psikologi Purwokerto,Klinik Psikologi,Psikolog,ADHD,"Jl. Kesehatan No.148, Purwokerto",+628076731505,,-5.884915883757733,134.51693924073012,True,250000,"Mandiri,Swasta",4.8,7:00,22:00,Senin-Minggu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
103,Lampung,Balikpapan,RS Jiwa Balikpapan,Rumah Sakit Jiwa,Psikiatri,Gangguan Mood,"Jl. Kesehatan No.197, Balikpapan",+628828473615,,2.9096969227752183,120.8274690973015,False,100000,"BPJS,Swasta",4.4,10:00,21:00,Senin-Minggu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
104,Kalimantan Barat,Jakarta Barat,RSUD Jakarta Barat,Rumah Sakit,Psikiatri,Kecemasan,"Jl. Kesehatan No.71, Jakarta Barat",+628806369135,,3.9753796234560372,139.13622733818005,True,350000,"Mandiri,Swasta",4.7,8:00,16:00,Senin-Minggu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
105,Nusa Tenggara Timur,Jakarta Pusat,Klinik Psikologi Jakarta Pusat,Klinik Psikologi,Psikolog,Depresi,"Jl. Kesehatan No.125, Jakarta Pusat",+628745911908,,-7.065393439752938,118.13833903832946,True,500000,Mandiri,4.6,10:00,19:00,Senin-Sabtu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
106,DI Yogyakarta,Tanjung Pinang,Puskesmas Tanjung Pinang,Puskesmas,Konseling,Burnout Kerja,"Jl. Kesehatan No.9, Tanjung Pinang",+628133077289,,4.179425675023326,96.4621585563689,False,0,Mandiri,3.1,10:00,16:00,Senin-Sabtu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
107,Maluku,Bogor,Puskesmas Bogor,Puskesmas,Konseling,Burnout Kerja,"Jl. Kesehatan No.153, Bogor",+628177496307,,5.356358177638157,122.50593648102536,True,250000,Swasta,5.0,10:00,16:00,Senin-Minggu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
108,Kalimantan Selatan,Tabanan,RSUD Tabanan,Rumah Sakit,Psikiatri,Burnout Kerja,"Jl. Kesehatan No.206, Tabanan",+628356219652,,-3.1845551881031557,113.20416772744962,False,250000,Mandiri,4.2,10:00,17:00,Senin-Minggu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
109,Jawa Timur,Jakarta Barat,RSUD Jakarta Barat,Rumah Sakit,Psikiatri,Kesehatan Mental Remaja,"Jl. Kesehatan No.51, Jakarta Barat",+628891624274,,-1.8025384811319043,118.68342772708422,True,50000,"BPJS,Swasta",3.5,9:00,21:00,Senin-Jumat,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
110,Sumatera Utara,Sukabumi,Klinik Psikologi Sukabumi,Klinik Psikologi,Psikolog,Terapi Keluarga,"Jl. Kesehatan No.71, Sukabumi",+628120488916,,-0.5466011233447006,109.38588445180922,True,350000,"BPJS,Swasta",3.9,8:00,19:00,Senin-Minggu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
111,Kalimantan Selatan,Sleman,Pusat Konseling Universitas Sleman,Universitas,Konseling,Trauma,"Jl. Kesehatan No.86, Sleman",+628688733449,,-0.7586655895997492,123.01111299306501,False,500000,Swasta,4.2,10:00,20:00,Senin-Minggu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
112,Kalimantan Barat,Sidoarjo,Pusat Konseling Universitas Sidoarjo,Universitas,Konseling,Kesehatan Mental Remaja,"Jl. Kesehatan No.128, Sidoarjo",+628195839633,,-6.030278135592974,117.74092246724236,True,500000,Swasta,3.1,10:00,21:00,Senin-Sabtu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
113,Sulawesi Tengah,Padang,Klinik Psikologi Padang,Klinik Psikologi,Psikolog,Kecemasan,"Jl. Kesehatan No.189, Padang",+628878433655,,3.41429012903577,103.09661236199362,True,250000,Mandiri,3.8,10:00,20:00,Senin-Minggu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
114,Jawa Timur,Bukittinggi,Klinik Psikologi Bukittinggi,Klinik Psikologi,Psikolog,Depresi,"Jl. Kesehatan No.240, Bukittinggi",+628424166121,,5.372408270088702,115.87298786250817,False,500000,"Mandiri,Swasta",4.6,7:00,17:00,Senin-Sabtu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
115,Nusa Tenggara Timur,Padang,Puskesmas Padang,Puskesmas,Konseling,Konseling Pernikahan,"Jl. Kesehatan No.156, Padang",+628543318792,,-1.2765070471228928,113.81887763176294,True,250000,Swasta,3.6,9:00,17:00,Senin-Sabtu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
116,Sumatera Selatan,Parepare,RS Jiwa Parepare,Rumah Sakit Jiwa,Psikiatri,Depresi,"Jl. Kesehatan No.70, Parepare",+628693498200,,2.6284402644650324,113.80480492928064,False,0,Swasta,3.6,8:00,18:00,Senin-Sabtu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
117,Maluku Utara,Padang,RSUD Padang,Rumah Sakit,Psikiatri,Kecemasan,"Jl. Kesehatan No.59, Padang",+628748307133,,4.134389677546384,123.44229924541679,True,0,Mandiri,3.9,9:00,20:00,Senin-Sabtu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
118,Kalimantan Tengah,Padang,RSUD Padang,Rumah Sakit,Psikiatri,Terapi Keluarga,"Jl. Kesehatan No.90, Padang",+628662323236,,-3.177221045155177,125.98209610741662,False,500000,"BPJS,Swasta",3.3,7:00,22:00,Senin-Minggu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
119,Kalimantan Selatan,Tabanan,Puskesmas Tabanan,Puskesmas,Konseling,Kecemasan,"Jl. Kesehatan No.132, Tabanan",+628744705496,,-2.4802594317135647,133.5012480226556,False,150000,BPJS,3.0,9:00,21:00,Senin-Sabtu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
120,Jawa Barat,Manado,RS Jiwa Manado,Rumah Sakit Jiwa,Psikiatri,ADHD,"Jl. Kesehatan No.241, Manado",+628445433953,,-1.006709177522458,116.04484396676952,True,50000,"BPJS,Swasta",4.8,10:00,22:00,Senin-Jumat,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
121,Jawa Barat,Ambon,RSUD Ambon,Rumah Sakit,Psikiatri,Burnout Kerja,"Jl. Kesehatan No.11, Ambon",+628482708087,,4.3333667583560995,105.34740445234947,False,150000,Swasta,4.9,8:00,17:00,Senin-Minggu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
122,Maluku Utara,Bukittinggi,Klinik Psikologi Bukittinggi,Klinik Psikologi,Psikolog,Terapi Keluarga,"Jl. Kesehatan No.210, Bukittinggi",+628613812274,,-1.3724290070059766,102.01663704450446,True,100000,BPJS,3.6,7:00,22:00,Senin-Minggu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
123,Bali,Sukabumi,Pusat Konseling Universitas Sukabumi,Universitas,Konseling,Trauma,"Jl. Kesehatan No.219, Sukabumi",+628525663245,,5.488952855288575,123.64627049589905,True,100000,BPJS,3.7,10:00,16:00,Senin-Minggu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
124,Sulawesi Barat,Sleman,Puskesmas Sleman,Puskesmas,Konseling,Kecemasan,"Jl. Kesehatan No.106, Sleman",+628205297833,,4.475916937330512,109.84208443305225,False,350000,Swasta,3.3,10:00,21:00,Senin-Jumat,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
125,Banten,Solo,Puskesmas Solo,Puskesmas,Konseling,ADHD,"Jl. Kesehatan No.97, Solo",+628638327423,,-1.3479593823086855,111.61085545960503,False,500000,"Mandiri,Swasta",3.1,7:00,16:00,Senin-Minggu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
126,Sumatera Barat,Palembang,RS Jiwa Palembang,Rumah Sakit Jiwa,Psikiatri,Terapi Keluarga,"Jl. Kesehatan No.224, Palembang",+628389668387,,-5.423891077746765,129.78731388556307,False,350000,BPJS,4.1,10:00,17:00,Senin-Minggu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
127,Nusa Tenggara Timur,Bogor,Puskesmas Bogor,Puskesmas,Konseling,Kecemasan,"Jl. Kesehatan No.149, Bogor",+628302108897,,-2.3847682468744313,134.026022066337,True,50000,BPJS,4.2,10:00,19:00,Senin-Jumat,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
128,Maluku,Ambon,Puskesmas Ambon,Puskesmas,Konseling,Trauma,"Jl. Kesehatan No.13, Ambon",+628275489103,,4.921519114300159,119.0880610804538,False,250000,"BPJS,Swasta",4.4,7:00,20:00,Senin-Jumat,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
129,Jawa Timur,Depok,RSUD Depok,Rumah Sakit,Psikiatri,Trauma,"Jl. Kesehatan No.71, Depok",+628218279977,,-8.028406029149131,139.36962949312866,True,250000,BPJS,5.0,9:00,19:00,Senin-Minggu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
130,Sumatera Utara,Jakarta Pusat,RSUD Jakarta Pusat,Rumah Sakit,Psikiatri,Terapi Keluarga,"Jl. Kesehatan No.243, Jakarta Pusat",+628031535657,,-2.002997493148225,118.67464321524108,False,350000,Swasta,3.5,10:00,17:00,Senin-Sabtu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
131,DI Yogyakarta,Badung,Puskesmas Badung,Puskesmas,Konseling,Kesehatan Mental Remaja,"Jl. Kesehatan No.137, Badung",+628804539940,,-5.0099981877434345,100.83353525280923,False,250000,BPJS,4.8,7:00,17:00,Senin-Sabtu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
132,Sumatera Utara,Tasikmalaya,RS Jiwa Tasikmalaya,Rumah Sakit Jiwa,Psikiatri,ADHD,"Jl. Kesehatan No.184, Tasikmalaya",+628882863450,,-0.8180302154046775,115.21130068199675,False,150000,BPJS,3.3,8:00,17:00,Senin-Minggu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
133,Kalimantan Utara,Balikpapan,Puskesmas Balikpapan,Puskesmas,Konseling,Kesehatan Mental Remaja,"Jl. Kesehatan No.123, Balikpapan",+628413136731,,4.30543639391486,117.15301080664743,False,350000,"BPJS,Swasta",3.9,7:00,16:00,Senin-Jumat,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
134,Sulawesi Utara,Pekanbaru,Klinik Psikologi Pekanbaru,Klinik Psikologi,Psikolog,Depresi,"Jl. Kesehatan No.127, Pekanbaru",+628370498360,,1.6813862554196,98.27675408310465,True,50000,"Mandiri,Swasta",4.1,10:00,19:00,Senin-Minggu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
135,Papua,Jakarta Selatan,Pusat Konseling Universitas Jakarta Selatan,Universitas,Konseling,Kecemasan,"Jl. Kesehatan No.112, Jakarta Selatan",+628511257306,,-7.1599635899001175,110.97087810548,False,350000,Swasta,4.5,7:00,20:00,Senin-Jumat,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
136,Kalimantan Utara,Semarang,Klinik Psikologi Semarang,Klinik Psikologi,Psikolog,Kecemasan,"Jl. Kesehatan No.51, Semarang",+628363373939,,4.197105073048419,127.2157755009388,False,50000,Mandiri,4.5,10:00,17:00,Senin-Jumat,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
137,Sulawesi Selatan,Garut,RS Jiwa Garut,Rumah Sakit Jiwa,Psikiatri,Kesehatan Mental Remaja,"Jl. Kesehatan No.194, Garut",+628352912279,,-2.2546933789910124,109.31065103825503,False,250000,"BPJS,Swasta",3.1,8:00,17:00,Senin-Minggu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
138,Jawa Barat,Tangerang,Pusat Konseling Universitas Tangerang,Universitas,Konseling,Kecemasan,"Jl. Kesehatan No.226, Tangerang",+628599016870,,0.9156667165959913,112.12245593039296,True,350000,"BPJS,Swasta",3.4,7:00,18:00,Senin-Minggu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
139,Jawa Barat,Bitung,RSUD Bitung,Rumah Sakit,Psikiatri,ADHD,"Jl. Kesehatan No.150, Bitung",+628508667071,,-10.390004482545164,96.44552461089576,False,350000,BPJS,3.3,7:00,19:00,Senin-Sabtu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
140,Sulawesi Utara,Palembang,Puskesmas Palembang,Puskesmas,Konseling,ADHD,"Jl. Kesehatan No.244, Palembang",+628354486911,,-5.121259931660493,118.26530370940533,False,150000,BPJS,3.5,10:00,18:00,Senin-Sabtu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
141,Sulawesi Tengah,Pontianak,RS Jiwa Pontianak,Rumah Sakit Jiwa,Psikiatri,Depresi,"Jl. Kesehatan No.223, Pontianak",+628356549965,,-10.072096816289525,122.51371510628715,True,500000,"BPJS,Swasta",5.0,9:00,21:00,Senin-Jumat,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
142,Jawa Tengah,Tanjung Pinang,Pusat Konseling Universitas Tanjung Pinang,Universitas,Konseling,Burnout Kerja,"Jl. Kesehatan No.119, Tanjung Pinang",+628068022029,,-5.832200967989891,109.23835663500611,True,500000,BPJS,5.0,7:00,18:00,Senin-Jumat,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
143,Sumatera Selatan,Cilegon,RS Jiwa Cilegon,Rumah Sakit Jiwa,Psikiatri,Konseling Pernikahan,"Jl. Kesehatan No.35, Cilegon",+628045292017,,-4.871134133903757,103.38140031644777,False,150000,Mandiri,3.1,9:00,17:00,Senin-Sabtu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
144,DI Yogyakarta,Jakarta Timur,Pusat Konseling Universitas Jakarta Timur,Universitas,Konseling,Terapi Keluarga,"Jl. Kesehatan No.40, Jakarta Timur",+628570478858,,-5.441839420503236,108.50171467502241,False,0,"BPJS,Swasta",4.0,9:00,18:00,Senin-Sabtu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
145,Papua Barat,Bandung,RSUD Bandung,Rumah Sakit,Psikiatri,Gangguan Mood,"Jl. Kesehatan No.225, Bandung",+628597587355,,-8.25087915050314,127.50869417206435,True,350000,Swasta,3.8,7:00,22:00,Senin-Jumat,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
146,Kalimantan Barat,Denpasar,RSUD Denpasar,Rumah Sakit,Psikiatri,Trauma,"Jl. Kesehatan No.187, Denpasar",+628588869250,,-7.395923824507099,100.57923779713578,False,50000,BPJS,3.7,8:00,16:00,Senin-Jumat,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
147,Lampung,Singkawang,RS Jiwa Singkawang,Rumah Sakit Jiwa,Psikiatri,Depresi,"Jl. Kesehatan No.140, Singkawang",+628504284396,,5.06190153639313,107.4279712735991,False,350000,BPJS,3.9,7:00,16:00,Senin-Sabtu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
148,Papua Barat,Palembang,Pusat Konseling Universitas Palembang,Universitas,Konseling,Konseling Pernikahan,"Jl. Kesehatan No.88, Palembang",+628618920486,,-6.341133118440604,107.0111846296236,True,350000,BPJS,3.6,10:00,22:00,Senin-Minggu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
149,Maluku,Tanjung Pinang,RS Jiwa Tanjung Pinang,Rumah Sakit Jiwa,Psikiatri,Gangguan Tidur,"Jl. Kesehatan No.12, Tanjung Pinang",+628667082521,,-7.158907370660385,97.45712493712647,True,350000,Mandiri,3.6,10:00,20:00,Senin-Jumat,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
150,Maluku Utara,Jakarta Utara,Pusat Konseling Universitas Jakarta Utara,Universitas,Konseling,Gangguan Tidur,"Jl. Kesehatan No.141, Jakarta Utara",+628701494243,,-2.5002171425565205,133.4616300369322,True,0,"Mandiri,Swasta",4.7,9:00,18:00,Senin-Jumat,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
151,Maluku,Binjai,Klinik Psikologi Binjai,Klinik Psikologi,Psikolog,Kecemasan,"Jl. Kesehatan No.200, Binjai",+628114864771,,3.3989241230275287,130.41207819475147,True,0,Mandiri,3.5,10:00,16:00,Senin-Minggu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
152,Kalimantan Timur,Serang,Pusat Konseling Universitas Serang,Universitas,Konseling,Terapi Keluarga,"Jl. Kesehatan No.132, Serang",+628862667439,,4.823152515344535,96.55322365277935,False,50000,BPJS,3.3,9:00,18:00,Senin-Sabtu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
153,Kalimantan Tengah,Tanjung Pinang,RS Jiwa Tanjung Pinang,Rumah Sakit Jiwa,Psikiatri,Trauma,"Jl. Kesehatan No.170, Tanjung Pinang",+628123894815,,2.324722279435596,117.67041605505392,True,0,"BPJS,Swasta",4.5,8:00,18:00,Senin-Jumat,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
154,Nusa Tenggara Timur,Garut,Klinik Psikologi Garut,Klinik Psikologi,Psikolog,Konseling Pernikahan,"Jl. Kesehatan No.216, Garut",+628746374517,,3.766359593467355,129.3594179675093,False,500000,Mandiri,3.1,7:00,18:00,Senin-Minggu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
155,Sulawesi Barat,Cirebon,RS Jiwa Cirebon,Rumah Sakit Jiwa,Psikiatri,Konseling Pernikahan,"Jl. Kesehatan No.186, Cirebon",+628166864282,,-8.55983862982878,140.39057714281228,False,150000,"Mandiri,Swasta",3.7,8:00,17:00,Senin-Minggu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
156,Papua,Mataram,Pusat Konseling Universitas Mataram,Universitas,Konseling,Konseling Pernikahan,"Jl. Kesehatan No.235, Mataram",+628670217775,,5.183674625828333,125.16216067631075,False,500000,"BPJS,Swasta",3.5,10:00,19:00,Senin-Sabtu,True,,national_mental_health_directory,2026-03-12T07:45:15.311448
157,Kalimantan Barat,Jakarta Selatan,Klinik Psikologi Jakarta Selatan,Klinik Psikologi,Psikolog,Trauma,"Jl. Kesehatan No.175, Jakarta Selatan",+628050275552,,-6.487438348056179,111.01843843301424,False,100000,"Mandiri,Swasta",4.9,9:00,21:00,Senin-Minggu,False,,national_mental_health_directory,2026-03-12T07:45:15.311448
